Run #,Times 0,Times 1,Times 2,Times 3,Times 4,Times 5,Times 6,Times 7,Times 8,Times 9,Times 10,Times 11,Times 12,Times 13,Times 14,Times 15,Times 16,Times 17,Times 18,Times 19,Percent 0,Percent 1,Percent 2,Percent 3,Percent 4,Percent 5,Percent 6,Percent 7,Percent 8,Percent 9,Percent 10,Percent 11,Percent 12,Percent 13,Percent 14,Percent 15,Percent 16,Percent 17,Percent 18,Percent 19
217,495,495,544,513,436,502,524,475,486,513,511,483,505,535,503,502,493,512,487,486,4.95,4.95,5.44,5.13,4.36,5.02,5.24,4.75,4.86,5.13,5.11,4.83,5.05,5.35,5.03,5.02,4.93,5.12,4.87,4.86
218,508,499,512,528,488,505,519,495,460,510,431,478,510,528,502,510,502,531,471,513,5.08,4.99,5.12,5.28,4.88,5.05,5.19,4.95,4.6,5.1,4.31,4.78,5.1,5.28,5.02,5.1,5.02,5.31,4.71,5.13
219,512,500,501,477,481,544,498,503,526,482,498,478,496,486,508,497,518,507,499,489,5.12,5.0,5.01,4.77,4.81,5.44,4.98,5.03,5.26,4.82,4.98,4.78,4.96,4.86,5.08,4.97,5.18,5.07,4.99,4.89
220,494,522,486,506,505,502,486,523,504,506,478,431,525,472,493,538,490,527,493,519,4.94,5.22,4.86,5.06,5.05,5.02,4.86,5.23,5.04,5.06,4.78,4.31,5.25,4.72,4.93,5.38,4.9,5.27,4.93,5.19
221,483,461,533,516,498,543,495,510,520,510,475,505,455,537,497,487,517,512,472,474,4.83,4.61,5.33,5.16,4.98,5.43,4.95,5.1,5.2,5.1,4.75,5.05,4.55,5.37,4.97,4.87,5.17,5.12,4.72,4.74
222,515,496,513,484,530,514,451,492,466,522,500,505,497,476,515,537,540,487,484,476,5.15,4.96,5.13,4.84,5.3,5.14,4.51,4.92,4.66,5.22,5.0,5.05,4.97,4.76,5.15,5.37,5.4,4.87,4.84,4.76
223,492,480,451,516,518,503,460,496,502,481,511,489,532,530,510,508,491,536,494,500,4.92,4.8,4.51,5.16,5.18,5.03,4.6,4.96,5.02,4.81,5.11,4.89,5.32,5.3,5.1,5.08,4.91,5.36,4.94,5.0
224,496,468,480,519,511,515,528,494,545,497,496,469,527,487,522,479,518,471,482,496,4.96,4.68,4.8,5.19,5.11,5.15,5.28,4.94,5.45,4.97,4.96,4.69,5.27,4.87,5.22,4.79,5.18,4.71,4.82,4.96
225,462,518,493,491,500,534,499,511,539,513,511,475,490,487,481,464,532,522,454,524,4.62,5.18,4.93,4.91,5.0,5.34,4.99,5.11,5.39,5.13,5.11,4.75,4.9,4.87,4.81,4.64,5.32,5.22,4.54,5.24
226,489,488,466,487,540,503,535,493,475,527,497,547,504,514,462,511,513,498,468,483,4.89,4.88,4.66,4.87,5.4,5.03,5.35,4.93,4.75,5.27,4.97,5.47,5.04,5.14,4.62,5.11,5.13,4.98,4.68,4.83
227,484,506,500,445,490,504,513,507,500,517,506,491,477,522,520,530,519,500,501,468,4.84,5.06,5.0,4.45,4.9,5.04,5.13,5.07,5.0,5.17,5.06,4.91,4.77,5.22,5.2,5.3,5.19,5.0,5.01,4.68
228,481,497,518,480,499,465,483,482,535,520,481,468,498,514,516,516,527,491,542,487,4.81,4.97,5.18,4.8,4.99,4.65,4.83,4.82,5.35,5.2,4.81,4.68,4.98,5.14,5.16,5.16,5.27,4.91,5.42,4.87
229,497,537,495,520,458,496,466,521,548,517,487,509,500,491,466,500,483,515,489,505,4.97,5.37,4.95,5.2,4.58,4.96,4.66,5.21,5.48,5.17,4.87,5.09,5.0,4.91,4.66,5.0,4.83,5.15,4.89,5.05
230,462,524,519,492,499,546,443,526,456,488,485,544,512,540,493,512,519,485,483,472,4.62,5.24,5.19,4.92,4.99,5.46,4.43,5.26,4.56,4.88,4.85,5.44,5.12,5.4,4.93,5.12,5.19,4.85,4.83,4.72
231,496,459,496,499,500,513,515,525,500,489,476,495,478,504,503,518,511,527,471,525,4.96,4.59,4.96,4.99,5.0,5.13,5.15,5.25,5.0,4.89,4.76,4.95,4.78,5.04,5.03,5.18,5.11,5.27,4.71,5.25
232,524,471,514,528,503,499,497,500,520,519,539,470,456,510,472,469,509,511,473,516,5.24,4.71,5.14,5.28,5.03,4.99,4.97,5.0,5.2,5.19,5.39,4.7,4.56,5.1,4.72,4.69,5.09,5.11,4.73,5.16
233,493,521,502,511,473,546,495,495,512,486,485,526,515,546,477,462,503,468,500,484,4.93,5.21,5.02,5.11,4.73,5.46,4.95,4.95,5.12,4.86,4.85,5.26,5.15,5.46,4.77,4.62,5.03,4.68,5.0,4.84
234,457,504,442,479,477,499,504,506,509,518,499,519,498,503,495,514,513,531,504,529,4.57,5.04,4.42,4.79,4.77,4.99,5.04,5.06,5.09,5.18,4.99,5.19,4.98,5.03,4.95,5.14,5.13,5.31,5.04,5.29
235,482,500,488,514,490,546,504,483,527,489,511,475,491,539,507,495,492,494,506,467,4.82,5.0,4.88,5.14,4.9,5.46,5.04,4.83,5.27,4.89,5.11,4.75,4.91,5.39,5.07,4.95,4.92,4.94,5.06,4.67
236,475,481,474,452,514,510,537,480,491,484,506,513,530,526,512,499,496,482,538,500,4.75,4.81,4.74,4.52,5.14,5.1,5.37,4.8,4.91,4.84,5.06,5.13,5.3,5.26,5.12,4.99,4.96,4.82,5.38,5.0
237,475,509,467,480,491,511,482,494,490,490,483,529,532,519,519,505,513,510,518,483,4.75,5.09,4.67,4.8,4.91,5.11,4.82,4.94,4.9,4.9,4.83,5.29,5.32,5.19,5.19,5.05,5.13,5.1,5.18,4.83
238,481,492,492,486,481,499,487,508,461,537,537,492,498,503,522,468,516,530,495,515,4.81,4.92,4.92,4.86,4.81,4.99,4.87,5.08,4.61,5.37,5.37,4.92,4.98,5.03,5.22,4.68,5.16,5.3,4.95,5.15
239,461,506,494,497,504,486,488,518,527,489,493,540,468,493,506,495,527,529,502,477,4.61,5.06,4.94,4.97,5.04,4.86,4.88,5.18,5.27,4.89,4.93,5.4,4.68,4.93,5.06,4.95,5.27,5.29,5.02,4.77
240,487,488,494,489,535,526,482,537,521,525,513,476,477,470,500,492,507,487,504,490,4.87,4.88,4.94,4.89,5.35,5.26,4.82,5.37,5.21,5.25,5.13,4.76,4.77,4.7,5.0,4.92,5.07,4.87,5.04,4.9
241,508,554,484,512,503,488,497,502,470,493,511,550,477,503,500,515,496,473,491,473,5.08,5.54,4.84,5.12,5.03,4.88,4.97,5.02,4.7,4.93,5.11,5.5,4.77,5.03,5.0,5.15,4.96,4.73,4.91,4.73
242,499,493,510,498,514,485,483,492,494,510,527,473,503,538,507,484,470,545,487,488,4.99,4.93,5.1,4.98,5.14,4.85,4.83,4.92,4.94,5.1,5.27,4.73,5.03,5.38,5.07,4.84,4.7,5.45,4.87,4.88
243,488,484,491,509,498,487,501,506,490,512,515,522,463,497,497,505,476,528,499,532,4.88,4.84,4.91,5.09,4.98,4.87,5.01,5.06,4.9,5.12,5.15,5.22,4.63,4.97,4.97,5.05,4.76,5.28,4.99,5.32
244,532,479,498,507,473,496,448,516,491,526,496,505,505,519,519,494,500,529,486,481,5.32,4.79,4.98,5.07,4.73,4.96,4.48,5.16,4.91,5.26,4.96,5.05,5.05,5.19,5.19,4.94,5.0,5.29,4.86,4.81
245,507,480,473,512,515,458,454,479,545,470,511,489,497,521,498,500,537,522,517,515,5.07,4.8,4.73,5.12,5.15,4.58,4.54,4.79,5.45,4.7,5.11,4.89,4.97,5.21,4.98,5.0,5.37,5.22,5.17,5.15
246,469,501,510,476,542,515,495,502,490,480,523,494,499,492,480,542,480,491,510,509,4.69,5.01,5.1,4.76,5.42,5.15,4.95,5.02,4.9,4.8,5.23,4.94,4.99,4.92,4.8,5.42,4.8,4.91,5.1,5.09
247,508,536,457,497,510,501,504,493,467,494,545,541,480,468,528,496,517,469,486,503,5.08,5.36,4.57,4.97,5.1,5.01,5.04,4.93,4.67,4.94,5.45,5.41,4.8,4.68,5.28,4.96,5.17,4.69,4.86,5.03
248,495,511,486,475,552,497,474,448,531,490,479,508,538,487,489,501,494,488,559,498,4.95,5.11,4.86,4.75,5.52,4.97,4.74,4.48,5.31,4.9,4.79,5.08,5.38,4.87,4.89,5.01,4.94,4.88,5.59,4.98
249,446,492,515,501,494,546,494,525,518,503,500,528,494,491,477,536,486,499,479,476,4.46,4.92,5.15,5.01,4.94,5.46,4.94,5.25,5.18,5.03,5.0,5.28,4.94,4.91,4.77,5.36,4.86,4.99,4.79,4.76
250,504,525,524,491,468,490,523,507,503,495,500,470,467,538,483,510,496,512,508,486,5.04,5.25,5.24,4.91,4.68,4.9,5.23,5.07,5.03,4.95,5.0,4.7,4.67,5.38,4.83,5.1,4.96,5.12,5.08,4.86
251,511,485,491,514,505,473,542,495,480,514,477,479,501,513,495,477,530,511,520,487,5.11,4.85,4.91,5.14,5.05,4.73,5.42,4.95,4.8,5.14,4.77,4.79,5.01,5.13,4.95,4.77,5.3,5.11,5.2,4.87
252,522,528,505,528,492,471,513,490,472,491,513,507,467,514,516,494,509,461,513,494,5.22,5.28,5.05,5.28,4.92,4.71,5.13,4.9,4.72,4.91,5.13,5.07,4.67,5.14,5.16,4.94,5.09,4.61,5.13,4.94
253,492,504,461,511,495,492,505,518,479,493,514,525,531,494,471,469,521,503,485,537,4.92,5.04,4.61,5.11,4.95,4.92,5.05,5.18,4.79,4.93,5.14,5.25,5.31,4.94,4.71,4.69,5.21,5.03,4.85,5.37
254,514,509,526,503,557,507,502,500,499,483,487,492,493,510,458,514,500,483,494,469,5.14,5.09,5.26,5.03,5.57,5.07,5.02,5.0,4.99,4.83,4.87,4.92,4.93,5.1,4.58,5.14,5.0,4.83,4.94,4.69
255,486,523,523,483,483,492,494,484,553,494,524,500,493,490,526,500,497,504,445,506,4.86,5.23,5.23,4.83,4.83,4.92,4.94,4.84,5.53,4.94,5.24,5.0,4.93,4.9,5.26,5.0,4.97,5.04,4.45,5.06
256,470,472,510,454,481,496,519,503,497,499,554,514,495,473,499,525,527,496,514,502,4.7,4.72,5.1,4.54,4.81,4.96,5.19,5.03,4.97,4.99,5.54,5.14,4.95,4.73,4.99,5.25,5.27,4.96,5.14,5.02
257,473,500,502,508,522,510,505,496,524,496,539,514,502,486,523,462,478,508,470,482,4.73,5.0,5.02,5.08,5.22,5.1,5.05,4.96,5.24,4.96,5.39,5.14,5.02,4.86,5.23,4.62,4.78,5.08,4.7,4.82
258,510,468,482,497,522,526,536,456,507,481,515,525,530,491,482,486,492,487,522,485,5.1,4.68,4.82,4.97,5.22,5.26,5.36,4.56,5.07,4.81,5.15,5.25,5.3,4.91,4.82,4.86,4.92,4.87,5.22,4.85
259,478,518,479,528,528,514,493,470,479,542,530,540,539,476,454,484,501,462,497,488,4.78,5.18,4.79,5.28,5.28,5.14,4.93,4.7,4.79,5.42,5.3,5.4,5.39,4.76,4.54,4.84,5.01,4.62,4.97,4.88
260,478,498,496,503,519,453,479,510,521,507,491,515,525,472,516,483,484,522,565,463,4.78,4.98,4.96,5.03,5.19,4.53,4.79,5.1,5.21,5.07,4.91,5.15,5.25,4.72,5.16,4.83,4.84,5.22,5.65,4.63
261,506,514,513,494,494,529,488,509,495,478,490,501,510,468,501,499,511,489,487,524,5.06,5.14,5.13,4.94,4.94,5.29,4.88,5.09,4.95,4.78,4.9,5.01,5.1,4.68,5.01,4.99,5.11,4.89,4.87,5.24
262,453,504,493,493,557,504,501,485,503,497,448,546,487,490,471,499,524,532,498,515,4.53,5.04,4.93,4.93,5.57,5.04,5.01,4.85,5.03,4.97,4.48,5.46,4.87,4.9,4.71,4.99,5.24,5.32,4.98,5.15
263,476,453,484,513,552,528,503,486,531,509,496,501,531,458,488,519,503,497,468,504,4.76,4.53,4.84,5.13,5.52,5.28,5.03,4.86,5.31,5.09,4.96,5.01,5.31,4.58,4.88,5.19,5.03,4.97,4.68,5.04
264,487,502,515,504,480,505,498,506,478,529,548,477,487,486,510,481,473,506,514,514,4.87,5.02,5.15,5.04,4.8,5.05,4.98,5.06,4.78,5.29,5.48,4.77,4.87,4.86,5.1,4.81,4.73,5.06,5.14,5.14
265,482,502,496,480,456,509,537,518,495,461,485,549,495,493,511,523,484,504,491,529,4.82,5.02,4.96,4.8,4.56,5.09,5.37,5.18,4.95,4.61,4.85,5.49,4.95,4.93,5.11,5.23,4.84,5.04,4.91,5.29
266,497,523,557,463,541,507,500,459,467,508,534,522,483,475,466,512,506,501,512,467,4.97,5.23,5.57,4.63,5.41,5.07,5.0,4.59,4.67,5.08,5.34,5.22,4.83,4.75,4.66,5.12,5.06,5.01,5.12,4.67
267,495,521,531,475,488,532,530,481,486,501,492,487,508,496,500,505,464,474,497,537,4.95,5.21,5.31,4.75,4.88,5.32,5.3,4.81,4.86,5.01,4.92,4.87,5.08,4.96,5.0,5.05,4.64,4.74,4.97,5.37
268,518,497,489,493,543,499,479,466,483,490,493,505,512,544,481,506,489,527,511,475,5.18,4.97,4.89,4.93,5.43,4.99,4.79,4.66,4.83,4.9,4.93,5.05,5.12,5.44,4.81,5.06,4.89,5.27,5.11,4.75
269,460,467,485,450,479,493,525,517,534,510,528,493,505,519,483,516,559,503,498,476,4.6,4.67,4.85,4.5,4.79,4.93,5.25,5.17,5.34,5.1,5.28,4.93,5.05,5.19,4.83,5.16,5.59,5.03,4.98,4.76
270,515,502,483,527,515,498,538,477,505,496,524,520,482,527,469,476,514,448,488,496,5.15,5.02,4.83,5.27,5.15,4.98,5.38,4.77,5.05,4.96,5.24,5.2,4.82,5.27,4.69,4.76,5.14,4.48,4.88,4.96
271,486,503,516,528,506,459,519,522,517,477,485,498,485,519,504,465,520,494,506,491,4.86,5.03,5.16,5.28,5.06,4.59,5.19,5.22,5.17,4.77,4.85,4.98,4.85,5.19,5.04,4.65,5.2,4.94,5.06,4.91
272,494,469,517,468,503,498,481,515,503,489,493,544,498,490,524,484,488,533,509,500,4.94,4.69,5.17,4.68,5.03,4.98,4.81,5.15,5.03,4.89,4.93,5.44,4.98,4.9,5.24,4.84,4.88,5.33,5.09,5.0
273,499,538,539,499,496,513,483,484,507,512,503,483,501,478,505,518,477,482,488,495,4.99,5.38,5.39,4.99,4.96,5.13,4.83,4.84,5.07,5.12,5.03,4.83,5.01,4.78,5.05,5.18,4.77,4.82,4.88,4.95
274,473,503,549,477,466,481,482,486,499,495,486,537,501,498,484,507,538,512,505,521,4.73,5.03,5.49,4.77,4.66,4.81,4.82,4.86,4.99,4.95,4.86,5.37,5.01,4.98,4.84,5.07,5.38,5.12,5.05,5.21
275,508,512,484,505,450,507,493,514,463,489,511,507,464,509,560,519,490,535,491,489,5.08,5.12,4.84,5.05,4.5,5.07,4.93,5.14,4.63,4.89,5.11,5.07,4.64,5.09,5.6,5.19,4.9,5.35,4.91,4.89
276,556,497,486,522,484,517,485,466,514,495,499,483,492,525,494,464,505,497,506,513,5.56,4.97,4.86,5.22,4.84,5.17,4.85,4.66,5.14,4.95,4.99,4.83,4.92,5.25,4.94,4.64,5.05,4.97,5.06,5.13
277,487,509,515,472,477,507,506,517,544,509,514,483,487,469,508,499,467,483,528,519,4.87,5.09,5.15,4.72,4.77,5.07,5.06,5.17,5.44,5.09,5.14,4.83,4.87,4.69,5.08,4.99,4.67,4.83,5.28,5.19
278,480,510,498,495,503,472,538,505,508,449,535,443,531,499,507,471,517,497,492,550,4.8,5.1,4.98,4.95,5.03,4.72,5.38,5.05,5.08,4.49,5.35,4.43,5.31,4.99,5.07,4.71,5.17,4.97,4.92,5.5
279,512,537,532,497,481,476,526,482,502,463,493,498,492,496,515,522,498,495,481,502,5.12,5.37,5.32,4.97,4.81,4.76,5.26,4.82,5.02,4.63,4.93,4.98,4.92,4.96,5.15,5.22,4.98,4.95,4.81,5.02
280,498,525,495,505,479,463,543,487,532,492,514,488,470,468,492,508,487,511,515,528,4.98,5.25,4.95,5.05,4.79,4.63,5.43,4.87,5.32,4.92,5.14,4.88,4.7,4.68,4.92,5.08,4.87,5.11,5.15,5.28
281,486,446,545,484,519,507,527,504,509,500,530,484,511,489,479,508,470,475,500,527,4.86,4.46,5.45,4.84,5.19,5.07,5.27,5.04,5.09,5.0,5.3,4.84,5.11,4.89,4.79,5.08,4.7,4.75,5.0,5.27
282,475,494,523,500,507,493,501,525,480,549,498,470,512,501,469,518,518,524,465,478,4.75,4.94,5.23,5.0,5.07,4.93,5.01,5.25,4.8,5.49,4.98,4.7,5.12,5.01,4.69,5.18,5.18,5.24,4.65,4.78
283,460,520,518,490,455,492,546,536,478,496,505,510,507,497,496,482,510,509,526,467,4.6,5.2,5.18,4.9,4.55,4.92,5.46,5.36,4.78,4.96,5.05,5.1,5.07,4.97,4.96,4.82,5.1,5.09,5.26,4.67
284,450,508,507,510,507,506,527,509,487,482,499,477,526,525,494,479,458,529,540,480,4.5,5.08,5.07,5.1,5.07,5.06,5.27,5.09,4.87,4.82,4.99,4.77,5.26,5.25,4.94,4.79,4.58,5.29,5.4,4.8
285,489,494,512,500,513,472,514,496,523,515,458,504,532,492,513,519,487,533,456,478,4.89,4.94,5.12,5.0,5.13,4.72,5.14,4.96,5.23,5.15,4.58,5.04,5.32,4.92,5.13,5.19,4.87,5.33,4.56,4.78
286,489,520,503,526,506,519,470,490,505,501,501,535,516,477,483,512,457,489,522,479,4.89,5.2,5.03,5.26,5.06,5.19,4.7,4.9,5.05,5.01,5.01,5.35,5.16,4.77,4.83,5.12,4.57,4.89,5.22,4.79
287,511,466,533,505,532,505,497,507,511,487,515,492,458,520,520,504,481,448,514,494,5.11,4.66,5.33,5.05,5.32,5.05,4.97,5.07,5.11,4.87,5.15,4.92,4.58,5.2,5.2,5.04,4.81,4.48,5.14,4.94
288,525,513,509,527,462,478,505,522,460,486,474,495,516,500,463,508,495,521,510,531,5.25,5.13,5.09,5.27,4.62,4.78,5.05,5.22,4.6,4.86,4.74,4.95,5.16,5.0,4.63,5.08,4.95,5.21,5.1,5.31
289,466,479,499,476,504,499,483,513,457,505,519,518,546,496,533,507,492,536,463,509,4.66,4.79,4.99,4.76,5.04,4.99,4.83,5.13,4.57,5.05,5.19,5.18,5.46,4.96,5.33,5.07,4.92,5.36,4.63,5.09
290,494,479,500,491,489,485,512,514,509,522,486,490,512,529,527,490,485,501,498,487,4.94,4.79,5.0,4.91,4.89,4.85,5.12,5.14,5.09,5.22,4.86,4.9,5.12,5.29,5.27,4.9,4.85,5.01,4.98,4.87
291,485,489,503,512,473,509,514,516,486,511,488,484,496,471,506,510,484,505,539,519,4.85,4.89,5.03,5.12,4.73,5.09,5.14,5.16,4.86,5.11,4.88,4.84,4.96,4.71,5.06,5.1,4.84,5.05,5.39,5.19
292,485,488,481,513,501,487,503,490,495,511,533,494,536,480,517,481,501,509,490,505,4.85,4.88,4.81,5.13,5.01,4.87,5.03,4.9,4.95,5.11,5.33,4.94,5.36,4.8,5.17,4.81,5.01,5.09,4.9,5.05
293,459,515,513,495,532,512,520,484,514,485,527,485,514,486,520,471,487,479,482,520,4.59,5.15,5.13,4.95,5.32,5.12,5.2,4.84,5.14,4.85,5.27,4.85,5.14,4.86,5.2,4.71,4.87,4.79,4.82,5.2
294,482,503,480,489,509,547,516,494,450,513,495,488,490,506,517,494,469,500,547,511,4.82,5.03,4.8,4.89,5.09,5.47,5.16,4.94,4.5,5.13,4.95,4.88,4.9,5.06,5.17,4.94,4.69,5.0,5.47,5.11
295,494,486,527,542,478,536,511,456,525,490,493,461,499,489,499,504,501,540,461,508,4.94,4.86,5.27,5.42,4.78,5.36,5.11,4.56,5.25,4.9,4.93,4.61,4.99,4.89,4.99,5.04,5.01,5.4,4.61,5.08
296,525,492,511,468,481,492,487,475,521,468,520,505,520,500,468,511,553,512,475,516,5.25,4.92,5.11,4.68,4.81,4.92,4.87,4.75,5.21,4.68,5.2,5.05,5.2,5.0,4.68,5.11,5.53,5.12,4.75,5.16
297,494,529,506,498,512,479,524,516,515,467,475,513,510,496,486,485,478,522,498,497,4.94,5.29,5.06,4.98,5.12,4.79,5.24,5.16,5.15,4.67,4.75,5.13,5.1,4.96,4.86,4.85,4.78,5.22,4.98,4.97
298,554,502,469,495,480,531,498,516,489,496,504,496,534,475,507,495,497,491,481,490,5.54,5.02,4.69,4.95,4.8,5.31,4.98,5.16,4.89,4.96,5.04,4.96,5.34,4.75,5.07,4.95,4.97,4.91,4.81,4.9
299,475,504,480,510,502,507,529,493,512,513,511,522,517,491,481,490,492,494,498,479,4.75,5.04,4.8,5.1,5.02,5.07,5.29,4.93,5.12,5.13,5.11,5.22,5.17,4.91,4.81,4.9,4.92,4.94,4.98,4.79
300,429,494,510,501,464,496,526,520,458,517,496,517,467,499,504,527,525,499,532,519,4.29,4.94,5.1,5.01,4.64,4.96,5.26,5.2,4.58,5.17,4.96,5.17,4.67,4.99,5.04,5.27,5.25,4.99,5.32,5.19
301,507,493,509,483,511,497,535,464,503,517,478,458,553,488,505,495,496,513,514,481,5.07,4.93,5.09,4.83,5.11,4.97,5.35,4.64,5.03,5.17,4.78,4.58,5.53,4.88,5.05,4.95,4.96,5.13,5.14,4.81
302,522,501,504,490,486,492,480,525,494,511,549,484,506,492,468,493,530,503,467,503,5.22,5.01,5.04,4.9,4.86,4.92,4.8,5.25,4.94,5.11,5.49,4.84,5.06,4.92,4.68,4.93,5.3,5.03,4.67,5.03
303,546,544,490,508,501,491,505,503,507,530,475,500,466,504,535,432,485,515,455,508,5.46,5.44,4.9,5.08,5.01,4.91,5.05,5.03,5.07,5.3,4.75,5.0,4.66,5.04,5.35,4.32,4.85,5.15,4.55,5.08
304,486,535,505,508,498,482,529,516,485,458,451,549,491,485,501,486,486,529,519,501,4.86,5.35,5.05,5.08,4.98,4.82,5.29,5.16,4.85,4.58,4.51,5.49,4.91,4.85,5.01,4.86,4.86,5.29,5.19,5.01
305,495,466,454,504,495,535,521,476,490,518,502,512,487,506,507,477,499,537,528,491,4.95,4.66,4.54,5.04,4.95,5.35,5.21,4.76,4.9,5.18,5.02,5.12,4.87,5.06,5.07,4.77,4.99,5.37,5.28,4.91
306,484,499,500,494,468,460,546,529,518,516,487,517,476,482,533,508,529,452,463,539,4.84,4.99,5.0,4.94,4.68,4.6,5.46,5.29,5.18,5.16,4.87,5.17,4.76,4.82,5.33,5.08,5.29,4.52,4.63,5.39
307,507,500,514,496,480,499,509,457,509,470,510,493,479,488,532,489,486,548,527,507,5.07,5.0,5.14,4.96,4.8,4.99,5.09,4.57,5.09,4.7,5.1,4.93,4.79,4.88,5.32,4.89,4.86,5.48,5.27,5.07
308,486,519,495,494,544,466,489,499,510,507,491,484,515,517,504,506,506,442,531,495,4.86,5.19,4.95,4.94,5.44,4.66,4.89,4.99,5.1,5.07,4.91,4.84,5.15,5.17,5.04,5.06,5.06,4.42,5.31,4.95
309,494,487,502,515,490,517,506,508,488,503,510,497,463,475,522,504,520,533,487,479,4.94,4.87,5.02,5.15,4.9,5.17,5.06,5.08,4.88,5.03,5.1,4.97,4.63,4.75,5.22,5.04,5.2,5.33,4.87,4.79
310,469,510,507,487,520,553,479,513,501,529,486,477,530,493,489,520,474,514,457,492,4.69,5.1,5.07,4.87,5.2,5.53,4.79,5.13,5.01,5.29,4.86,4.77,5.3,4.93,4.89,5.2,4.74,5.14,4.57,4.92
311,505,518,495,500,496,526,487,485,491,503,482,533,472,494,572,482,474,441,539,505,5.05,5.18,4.95,5.0,4.96,5.26,4.87,4.85,4.91,5.03,4.82,5.33,4.72,4.94,5.72,4.82,4.74,4.41,5.39,5.05
312,512,454,496,537,497,500,490,536,472,517,480,489,496,541,483,482,510,519,493,496,5.12,4.54,4.96,5.37,4.97,5.0,4.9,5.36,4.72,5.17,4.8,4.89,4.96,5.41,4.83,4.82,5.1,5.19,4.93,4.96
313,531,492,519,493,483,529,522,518,522,470,507,503,511,480,486,467,519,473,478,497,5.31,4.92,5.19,4.93,4.83,5.29,5.22,5.18,5.22,4.7,5.07,5.03,5.11,4.8,4.86,4.67,5.19,4.73,4.78,4.97
314,482,494,520,497,531,575,530,483,490,505,476,495,537,455,483,495,506,460,475,511,4.82,4.94,5.2,4.97,5.31,5.75,5.3,4.83,4.9,5.05,4.76,4.95,5.37,4.55,4.83,4.95,5.06,4.6,4.75,5.11
315,482,492,547,525,507,530,479,550,491,470,506,477,489,495,483,503,475,510,504,485,4.82,4.92,5.47,5.25,5.07,5.3,4.79,5.5,4.91,4.7,5.06,4.77,4.89,4.95,4.83,5.03,4.75,5.1,5.04,4.85
316,512,474,460,505,519,520,491,501,466,506,491,533,500,482,504,492,496,504,514,530,5.12,4.74,4.6,5.05,5.19,5.2,4.91,5.01,4.66,5.06,4.91,5.33,5.0,4.82,5.04,4.92,4.96,5.04,5.14,5.3
317,517,483,535,461,490,517,454,489,522,474,515,488,505,544,501,509,491,506,505,494,5.17,4.83,5.35,4.61,4.9,5.17,4.54,4.89,5.22,4.74,5.15,4.88,5.05,5.44,5.01,5.09,4.91,5.06,5.05,4.94
318,512,471,502,537,482,493,501,554,499,492,510,490,511,465,497,496,512,487,505,484,5.12,4.71,5.02,5.37,4.82,4.93,5.01,5.54,4.99,4.92,5.1,4.9,5.11,4.65,4.97,4.96,5.12,4.87,5.05,4.84
319,494,525,485,503,503,506,502,509,504,532,499,506,510,479,500,491,497,467,486,502,4.94,5.25,4.85,5.03,5.03,5.06,5.02,5.09,5.04,5.32,4.99,5.06,5.1,4.79,5.0,4.91,4.97,4.67,4.86,5.02
320,482,527,508,513,525,495,476,530,499,498,522,519,502,482,517,493,503,473,466,470,4.82,5.27,5.08,5.13,5.25,4.95,4.76,5.3,4.99,4.98,5.22,5.19,5.02,4.82,5.17,4.93,5.03,4.73,4.66,4.7
321,487,524,521,517,497,487,511,540,462,508,479,491,530,423,514,499,523,481,509,497,4.87,5.24,5.21,5.17,4.97,4.87,5.11,5.4,4.62,5.08,4.79,4.91,5.3,4.23,5.14,4.99,5.23,4.81,5.09,4.97
322,509,498,507,493,472,519,503,505,460,495,513,504,495,519,532,451,476,545,554,450,5.09,4.98,5.07,4.93,4.72,5.19,5.03,5.05,4.6,4.95,5.13,5.04,4.95,5.19,5.32,4.51,4.76,5.45,5.54,4.5
323,488,500,473,501,526,493,501,483,482,545,511,517,467,516,518,492,511,464,509,503,4.88,5.0,4.73,5.01,5.26,4.93,5.01,4.83,4.82,5.45,5.11,5.17,4.67,5.16,5.18,4.92,5.11,4.64,5.09,5.03
324,517,457,492,474,521,516,481,529,512,475,505,507,483,516,535,523,483,497,492,485,5.17,4.57,4.92,4.74,5.21,5.16,4.81,5.29,5.12,4.75,5.05,5.07,4.83,5.16,5.35,5.23,4.83,4.97,4.92,4.85
325,543,516,495,495,489,510,484,510,506,473,470,498,512,463,505,500,517,459,531,524,5.43,5.16,4.95,4.95,4.89,5.1,4.84,5.1,5.06,4.73,4.7,4.98,5.12,4.63,5.05,5.0,5.17,4.59,5.31,5.24
326,503,461,510,475,510,512,481,507,515,536,466,540,495,492,521,533,510,457,501,475,5.03,4.61,5.1,4.75,5.1,5.12,4.81,5.07,5.15,5.36,4.66,5.4,4.95,4.92,5.21,5.33,5.1,4.57,5.01,4.75
327,474,497,524,504,506,516,525,484,488,499,469,485,524,484,518,492,503,475,515,518,4.74,4.97,5.24,5.04,5.06,5.16,5.25,4.84,4.88,4.99,4.69,4.85,5.24,4.84,5.18,4.92,5.03,4.75,5.15,5.18
328,485,496,501,511,536,528,527,469,514,506,482,487,503,522,490,514,439,485,514,491,4.85,4.96,5.01,5.11,5.36,5.28,5.27,4.69,5.14,5.06,4.82,4.87,5.03,5.22,4.9,5.14,4.39,4.85,5.14,4.91
